id,routeDate,parcels,firstToLastStopActualDurationHours,firstToLastStopEstimatedTravelTimeHours,routeCentroidLatitude,routeCentroidLongitude
IV/QuF6cVFx4g11t0KD3jQ==,31/07/2025,89,7.798055556,1.611944444,51.39039215,-0.098970415
4zDVftTIdfFmeyoDItR0sg==,08/08/2025,25,2.319166667,0.302222222,51.51783169,-0.118205172
0v2NDaTbfn4TMY9nJLpP4w==,20/07/2025,82,9.3075,2.096944444,51.6222912,-0.078830557
q82SLBv+wws0+/OoVQUsYw==,28/07/2025,69,4.582777778,1.154444444,51.63858542,-0.184608553
4GymaR7jQynyTe7FHVZkag==,24/07/2025,84,6.807777778,2.091111111,51.44260852,0.169475718
h3roKpLzCEeFoiCbai8StA==,25/07/2025,33,2.078333333,0.677777778,51.39939403,-0.263529433
TCpEWU2RQ7rgkeZDvZlPqQ==,21/07/2025,90,9.834722222,2.278888889,51.64261041,-0.057900735
zXdHMNANXI0EU2nRIpJu+g==,06/08/2025,43,3.797777778,1,51.55493996,0.0797741
0RyKE64LX4c9UtvE/0vHIQ==,10/08/2025,64,8.718333333,1.169166667,51.54965979,-0.108774444
9+15zhF3a9KY7m0wJWJzYg==,25/07/2025,75,7.179722222,1.768055556,51.44608709,-0.346967695
wWou39Bim55skiFoJKZB8A==,07/08/2025,68,4.175277778,0.810833333,51.46619798,-0.165005255
m1cMRje6PKaKAbCEQCFk3w==,29/07/2025,74,6.919166667,2.103333333,51.37892168,-0.251200666
BmqnZJn3/2yV6GHxVRsaNQ==,09/08/2025,78,7.471944444,0.867777778,51.46197625,-0.185307485
vRti2B5QGpDfcWJGoqgkTA==,26/07/2025,71,6.004444444,1.516666667,51.48710454,-0.0234257
wVR4NZ9m5nJApKuMWilsIg==,18/07/2025,81,5.099722222,0.851944444,51.47468655,-0.215968063
9vobetnNYQ/wOvxBQoalKg==,05/08/2025,73,8.762222222,0.813611111,51.52689359,-0.135891933
Az/jSSXKJlb5iakjr39IeQ==,09/08/2025,68,5.075555556,0.936111111,51.47144701,-0.127508192
NSC2KNESccCA+XS7E2IxUQ==,10/08/2025,37,4.915555556,0.491666667,51.59481304,-0.150225326
ZnvCmrFcXCyFZHlf5jPkRA==,30/07/2025,66,6.1675,0.901388889,51.45766845,-0.122690257
kqMTuZed/EthZOGvUqRudQ==,07/08/2025,64,5.682777778,1.085833333,51.56134559,-0.211026942
GwlVt4XSo/d7f6s7jIwf7g==,13/08/2025,71,11.70111111,1.561666667,51.54489297,-0.294717658
NL3OhLWjznGNhqcRHNtzCA==,30/07/2025,80,5.254166667,0.943055556,51.58824203,-0.170559557
TWpWqOBBZPCRjyMWeSmxwA==,24/07/2025,69,7.029722222,1.358055556,51.5878854,-0.018715976
6XUEdXajvPRpiWy2iSo3Bw==,20/07/2025,94,6.9875,2.285555556,51.60421519,0.055272697
m79qpTRrCKCU3oAdsstLFA==,11/08/2025,99,10.98472222,1.770277778,51.40287862,-0.093949512
QCOEjvSMMXcjYpmK0lSspw==,05/08/2025,51,6.787777778,0.512222222,51.4893764,-0.09728108
sG6dkQRqcJuaZ4v3i0Gm3A==,31/07/2025,64,6.451666667,1.355833333,51.54023888,0.140733959
e8mks36ckL3ZgrzNB2KDwQ==,09/08/2025,105,11.29555556,1.453888889,51.57772815,-0.033392105
YXNsMSqb4Cw3+oZJJb8bgg==,18/07/2025,76,6.232222222,0.94,51.49635165,-0.107435083
XH6O6qSKraHlWiIclMShxA==,06/08/2025,81,7.497777778,0.8125,51.54038371,-0.187509576
sd1233Daow0BUQwtpVNOiA==,27/07/2025,57,5.39,1.310833333,51.59101613,0.047256723
gIO6J3cgCUnRy8sv/XB0Zg==,30/07/2025,76,4.445833333,0.98,51.6091332,-0.190190496
RQUS6UxZRRvvsFZbJYnOqQ==,24/07/2025,62,4.657222222,0.639722222,51.5462956,-0.18530754
vSVakxUzK3ksOk4S6xNLuQ==,07/08/2025,63,5.275277778,1.708611111,51.31301545,-0.197968534
fycqGIa3iRAXataVFrG06A==,26/07/2025,49,3.566111111,1.02,51.42902106,-0.136135189
hytgsgHZtoWhhYfUFx8kLA==,01/08/2025,77,7.054722222,0.889722222,51.5137774,-0.187195915
x23GRt9s/4cq/jqGYHNc4A==,27/07/2025,63,4.941388889,1.305555556,51.41236046,-0.164388921
cHzNG2o/dgZ2VkUF/5rS+g==,31/07/2025,60,7.369166667,0.974444444,51.48437283,-0.120378686
AjTSmqrS8UYSebtvylikTA==,05/08/2025,47,4.495,1.646666667,51.29111217,-0.116549597
4fuB3fQtpr9ZYgmNrcBpYQ==,02/08/2025,55,3.704166667,1.79,51.33551488,-0.275684662
WfoLY6dSZ5+NdJjHQXDexA==,05/08/2025,66,6.292222222,0.956944444,51.50972362,-0.190895769
14Xokws986rS/87YRUeqOA==,24/07/2025,71,7.299722222,1.886388889,51.53848813,-0.331968941
0nsdboeq0DjKNRsl8USJ/A==,25/07/2025,62,5.195833333,0.531388889,51.44440292,-0.14970638
zmJLiG+LAw8YNyeI9kLgtA==,31/07/2025,68,5.188888889,1.218055556,51.56040358,-0.287933909
wNSVHW02ar1OgXHY7LelcQ==,19/07/2025,69,7.464722222,0.914722222,51.58184293,-0.108484799
NNon2cTDt4POofT09ezF7w==,30/07/2025,92,9.044722222,1.043333333,51.50425017,-0.022888632
0MvmhFt8pPSKa+CDA9quFg==,09/08/2025,82,7.427222222,0.904166667,51.52141589,-0.184482546
EdevwVL+xljieF88hMijHw==,23/07/2025,82,7.112777778,2.047222222,51.38256847,-0.009750918
jFHNnPIHFvsHpoE1ftsa4g==,12/08/2025,83,7.302222222,1.599166667,51.41965249,-0.05832665
oKpeEOfWGMsYtU+dRth3VQ==,26/07/2025,82,8.042222222,1.650555556,51.65875782,-0.32503694
loPEBa9kJbrWoBsVB9PYfg==,05/08/2025,63,5.237777778,1.483611111,51.37439744,-0.196938521
9KLXVLDv8nTFsuXEJ2T/8w==,03/08/2025,71,11.33194444,1.341666667,51.55747782,-0.170994385
7fnVCUoLKxoBgZj3RT2KAA==,27/07/2025,44,3.345,0.601666667,51.60386033,-0.251472708
dV7ATvToi+hd9voJW5mFfQ==,10/08/2025,68,5.27,1.6625,51.37375179,-0.045905008
W9QgCB54sY/cTQoZR9bw7Q==,25/07/2025,87,6.495277778,1.568055556,51.5811014,-0.081500663
HAXpAhSKqQuf0NDLEuW80Q==,26/07/2025,67,6.768055556,0.917777778,51.44899877,-0.195221642
dn2RjIMM6j2lBaB0hWR4yg==,29/07/2025,78,5.934722222,0.985833333,51.5471234,-0.17227054
pAGvMCw5kWQPCAWnDBSjog==,06/08/2025,81,5.446388889,0.900555556,51.43679026,-0.185646353
SAORmYxDiRp1iuq7UYpLMA==,29/07/2025,72,6.348888889,2.27,51.63809,-0.078837142
c2OCodewk4nsx2QvgnJ8/Q==,21/07/2025,46,4.847777778,1.733611111,51.29245863,-0.107977993
739ZA3c/UkCuH/IvSW7Tjg==,28/07/2025,77,8.701944444,2.348611111,51.64274604,-0.027087534
yKe/5yITZvjLbAIvuiUWQw==,20/07/2025,69,6.364722222,1.081944444,51.486275,-0.076391125
Eud7aJHEC1VslXu0ZfTJeA==,31/07/2025,69,10.68472222,0.970833333,51.52500145,-0.023408658
+NeVZ26U3CTyZoqdwQkJbg==,18/07/2025,71,7.279166667,1.369444444,51.4722265,-0.242512314
zzR3ImEFBjxXCMSrqh6IVA==,26/07/2025,55,4.416111111,2.073333333,51.53843245,0.213934016
t1ckGuOEPgN/y8roz+XT0w==,04/08/2025,39,3.413333333,0.555833333,51.51864162,-0.107997273
IokHTQu6ehrI8AWqwOC7bA==,12/08/2025,62,7.454166667,1.739722222,51.34037804,-0.220298542
5ZrzQs6nVKLQdxEsoidV4Q==,03/08/2025,48,5.081944444,0.786388889,51.55706403,-0.292238945
jpiAzgmsuMswL0HnBYuqdQ==,30/07/2025,84,5.618611111,0.994166667,51.58916264,-0.242608799
BJbau93i/I2Z7THKDkkQeg==,20/07/2025,75,5.891666667,2.285,51.35189008,-0.252660749
9pQYu8KSeOCV+Tvp6l1Ixw==,19/07/2025,55,5.831944444,2.024444444,51.30969009,-0.189827698
jgu0wq9mHkjM0MvKE50cTQ==,08/08/2025,69,6.958055556,2.204722222,51.53686613,0.196334032
Y8aJ7/i7Esmel07SkPrX8w==,12/08/2025,53,4.048055556,2.085555556,51.53654192,0.216940914
3RWRChXdsy9ysDhYlXykbQ==,13/08/2025,79,7.233333333,1.633888889,51.38524438,-0.085008232
VW7EYAAvvvg6TVbzpF3/Zw==,23/07/2025,68,5.683055556,0.921388889,51.59213106,-0.198614149
kE89WmyKsURXa6XJWbu6Nw==,05/08/2025,74,8.5525,1.150555556,51.56248227,-0.081309055
VBXwBfg0HdzZwDf1tDXbOg==,23/07/2025,77,7.951111111,0.990277778,51.45546957,-0.215984458
FtpQfX/DWZO7DusHGOpoHQ==,01/08/2025,42,3.9525,0.775833333,51.55526683,0.073558969
L8v/JcAQ3dfBpCkrDjyJsg==,30/07/2025,70,9.3475,1.336666667,51.46050425,-0.042927756
j14oY2ns2HZO68cEDBXILA==,23/07/2025,84,7.891111111,1.8,51.63783276,-0.1328791
D9Rd8O6cFtwxykXd5Janrg==,18/07/2025,46,7.050555556,0.577777778,51.51468562,-0.080721776
vp0jsM06etc3RIv+sm6geQ==,04/08/2025,75,5.717777778,0.82,51.4662735,-0.190692047
bji3CUoX81ZCUismq3moyA==,23/07/2025,76,6.419444444,1.650833333,51.37223934,-0.191785822
0N51CVFzLjEQlzrhBTMmvw==,28/07/2025,61,8.378611111,0.996388889,51.42431878,-0.131062499
eZVg7zREOxo4Zge8Xof+5w==,03/08/2025,91,5.796666667,2.005,51.59627202,-0.010375808
omSH9lUycPIW6Ctj7SOOKw==,06/08/2025,89,6.528611111,1.598611111,51.63740437,-0.132041512
J0LR7e++cNRPmBV1wtB0/g==,06/08/2025,55,4.080277778,1.244166667,51.43703292,0.193811067
oPcxmDvPefnN2/gqvn/s/Q==,30/07/2025,83,8.9675,1.498333333,51.51456112,-0.30949166
BkWLyCRDS+Wg7ZQYsdrfAw==,26/07/2025,78,10.02888889,1.287222222,51.51792755,0.007506924
8wCCEua+OxsHy7Z+wHVVwA==,31/07/2025,72,5.261111111,2.2375,51.37351885,0.092779514
BXAXQRE3QPW5EthkKK1yXg==,07/08/2025,68,9.591666667,0.823611111,51.50397217,-0.12008247
Sjxd6oH9/rdPCYKJXK9XYQ==,23/07/2025,77,7.131388889,1.238888889,51.57348,-0.10290031
m5S9gZcnGiFFqHGOIYrLRA==,02/08/2025,80,5.523333333,1.154722222,51.49486549,-0.099865668
sIxy7xFt/AmOS2gi5e1CtA==,10/08/2025,66,5.935833333,1.471111111,51.57429237,-0.07859082
TE6734Xmjot/N59FFWdC4w==,26/07/2025,61,4.024444444,0.946944444,51.57323657,-0.181686453
NrZV5wO8Q5NjdCyK5ia/vg==,24/07/2025,73,4.749722222,1.082777778,51.44680387,-0.036743339
+mQipOC7HsQM+eZKld5Igg==,21/07/2025,101,9.145555556,1.856944444,51.40937954,-0.069710499
dijMRAD/C8z8RuEmCHov5w==,25/07/2025,92,8.502222222,2.034444444,51.36955522,-0.444654817
VgNaf5qBKoKACobedFg2hg==,06/08/2025,70,4.658055556,0.759444444,51.47819894,-0.173634142
maIqn7XyLBHKcLffa2laEA==,12/08/2025,73,5.785,1.089722222,51.47024184,-0.101725179
CGhwchY9POJZVq8x2FEYlA==,30/07/2025,58,5.408611111,1.919166667,51.30890513,-0.183429862
R8l+EROop5BckaHNhD62dA==,29/07/2025,67,5.188333333,1.921944444,51.56164334,-0.344563798
DS6btMMrgpuf4ml/5upidQ==,13/08/2025,64,5.218611111,0.870277778,51.4658513,-0.245722055
Cr1r/LUZz9ZYwnKRFWiAFg==,20/07/2025,88,10.57194444,1.855833333,51.44700454,-0.022970225
C2KybHP9KoJByNn2V7EULA==,19/07/2025,69,7.615833333,1.400833333,51.50070666,-0.235558949
NCBOPseYtnO57tA6lopy6A==,08/08/2025,58,9.798333333,1.454166667,51.36363376,-0.478076606
T18+FT/Hnlk0URm8dzUflQ==,01/08/2025,45,3.705833333,1.452777778,51.32428077,-0.32221059
VIpcZYhC9MPbjFpspFvDtw==,23/07/2025,81,6.196111111,0.908055556,51.44235211,-0.144261282
q/k3GIw7ooNybu3/f4Iy3w==,29/07/2025,59,4.810277778,1.780277778,51.31482531,-0.268075505
9RuT+sNTBM1DIWOVEdOwrw==,19/07/2025,55,4.514444444,1.996666667,51.6620876,-0.451194926
jL4Iv/M8s12lrhUP0/TTeg==,28/07/2025,45,5.490555556,0.538611111,51.53205447,-0.09755182
pn1tV9W7RdXkAWQAGEoy5A==,18/07/2025,72,8.381111111,0.831944444,51.49855157,-0.023737745
jpxFdlUHbGPqDu81x7/yxQ==,18/07/2025,60,8.749166667,0.584722222,51.51549861,-0.146531045
RDS9O111tue3BJ/Q8C11Jg==,19/07/2025,61,5.928333333,0.803333333,51.48734438,-0.17223277
U7Gm3VUp8PPzsG3wgINScA==,13/08/2025,37,5.398888889,0.516111111,51.54584159,-0.055342432
SyGw5WAkhyCxFYbso3zqAQ==,22/07/2025,92,7.849166667,1.333888889,51.42372757,-0.192077765
BLVPFgcDMVdDrd2pf7bs7A==,08/08/2025,87,6.890555556,1.734444444,51.62113624,-0.364555624
N1kzLBe0n5IkhFZBtvICyw==,09/08/2025,70,6.442222222,1.2525,51.55694346,-0.161132625
1fNNL9c+uKy8sM+x2EWDaw==,28/07/2025,67,6.931666667,1.670277778,51.59522941,-0.32848978
BZZX3k0Ue7nN3sERYA3UDg==,04/08/2025,78,5.333055556,1.433055556,51.38509558,-0.088560544
dz4HOOeZhkKHy/KjNoS8hg==,22/07/2025,104,8.273611111,1.6125,51.59361683,-0.255931794
Lb21qb0LSF1PTgetNOzp+g==,06/08/2025,58,4.315277778,0.858888889,51.44826252,-0.199569252
ixvdHiSxy0LF1AXYV5y3IQ==,08/08/2025,71,8.465555556,1.095277778,51.47521324,-0.192456281
68MZlZW+GChEOx0wL5g2Uw==,02/08/2025,73,5.403055556,1.053888889,51.63923846,-0.184170354
/kXg+8J4b3YCKfeuvI/k7w==,25/07/2025,43,3.585555556,0.638611111,51.51926562,-0.30172782
wjUWTAZGHfx5et5IpmhBUg==,29/07/2025,63,7.322777778,0.8175,51.56155587,-0.138282368
Vo2ynNGgDzDKJZnFqRe3Kw==,26/07/2025,59,4.766666667,1.690555556,51.33973326,-0.091809347
WvUz8MeTWw+szv04agSUvQ==,27/07/2025,92,8.579444444,2.2,51.46034934,0.103141669
iYAB0n0r0nXVrlHxE4rHKg==,03/08/2025,80,10.04305556,2.592222222,51.37477768,0.008734846
KGFOO+OV6silaKrFoMyIbA==,21/07/2025,82,7.490833333,1.695555556,51.55542669,-0.301629818
P2XtFH3oDQQo0fEMRAdfdg==,01/08/2025,61,5.303611111,1.036111111,51.65106817,-0.186914521
f+w4JWpGU2GtkIyNTIB3Gg==,10/08/2025,44,3.989444444,1.045833333,51.67538635,-0.291260062
BcPuwu8rqJ+1GGRkvRywTw==,06/08/2025,58,3.781388889,1.758611111,51.58462274,-0.396787126
RRD9dCDnjCWDFnAMO/K2iw==,21/07/2025,71,10.50916667,1.121666667,51.5288414,-0.039802901
A4y/6bRuNz10dnuzJxXk5w==,11/08/2025,91,9.285,2.203888889,51.46168225,0.176110402
cRHp96Lm9jA4mLOGXBQrSg==,22/07/2025,60,4.725,1.07,51.41062346,-0.279701011
dk2cHfN5HYr211BAtDvFow==,12/08/2025,72,7.583333333,1.960555556,51.37709906,0.099161797
oiq6yJ+al0dUgt0+hskNsQ==,21/07/2025,64,5.852777778,0.831944444,51.51968507,-0.174656006
ikQju1rgrzS2gChLvDfiTQ==,05/08/2025,78,7.149722222,1.273611111,51.48724909,-0.264257442
HjAIF4bSHm4lTTs3UV/U+Q==,12/08/2025,93,13.29694444,1.414166667,51.49628893,-0.273750893
tBRxUniGQjVR6R6A8uLURg==,10/08/2025,31,3.994722222,0.468888889,51.54284019,-0.181606751
vecyoH4/TabfvKx3JbhHig==,03/08/2025,72,8.488333333,1.408888889,51.55581141,-0.045667242
vR5rkGqbXDE/DQetwxyIng==,25/07/2025,94,9.798055556,2.010833333,51.54826702,0.107437613
opvyoX6YIp/iDtz8tiIQSA==,10/08/2025,60,7.533333333,1.652222222,51.58959231,0.008007961
4RbhaR+SDRx1k6vVlzrW4g==,05/08/2025,38,3.5775,0.922777778,51.51239275,-0.328307557
CbWPc6dCAPz8G7FZyT6NKw==,08/08/2025,71,6.086944444,2.038055556,51.3286379,-0.241316887
Ddmeya5mB3ze03OVNqyCyw==,12/08/2025,94,5.661944444,1.678888889,51.58228463,-0.032396429
1O/phZrZcdg8XmYBzk7rGw==,21/07/2025,91,11.06333333,2.486111111,51.45406314,0.164633844
vSPKk1VV3KRorh0MW0HF6w==,11/08/2025,78,6.158055556,0.800833333,51.55097751,-0.188488124
H3ZiJqfgHKHIzczuGKJggg==,13/08/2025,61,5.548333333,1.683888889,51.35681951,-0.407302703
DitYUTZiEbdJfQ40aQnMvw==,18/07/2025,80,9.809444444,2.033055556,51.42665357,0.073060642
DN/OBY4D4Op1QSDmLWJspw==,11/08/2025,88,10.45694444,0.843055556,51.5044912,-0.042723491
FMCJr7hpKpiAjjGOrmUnng==,07/08/2025,84,10.50666667,1.467222222,51.54474736,-0.012251556
GFg+f5gwzHotOxaG7Vkquw==,08/08/2025,74,4.843055556,0.768888889,51.45394599,-0.154727328
apHGgnBRgmesDddFbnkb7Q==,22/07/2025,52,4.951388889,0.698055556,51.49583127,-0.1584554
qphjDYOLJUOmzo8+pZvG7w==,20/07/2025,71,9.138055556,2.303611111,51.36902907,0.09601179
qCGSwYdJaNWfe3i34QQJAQ==,29/07/2025,78,6.760555556,1.111666667,51.46354405,-0.29094907
lmETcB0uMZUn0bbGduZbrw==,08/08/2025,73,8.370277778,0.774444444,51.49621603,-0.086504197
29+v0fFWWbZDP8xbG4vMAw==,04/08/2025,58,6.929444444,1.760555556,51.65177071,0.055662721
UPfE0HpH1Rx1ZiF9P/2F/A==,12/08/2025,85,11.22111111,1.128333333,51.50995868,-0.020238806
wdBQV0bjcMVeaK8+/s74Vw==,13/08/2025,92,5.935555556,1.288333333,51.60781224,-0.257215912
VZzeVe0MrTtfy0HYLxmexw==,22/07/2025,94,7.826111111,1.040555556,51.44705349,-0.161979899
nvlou/xmX48gxtZdXo7iIw==,19/07/2025,57,7.995833333,0.848888889,51.48972621,-0.106053365
FfXpN5jFu+pcDgHzuA073A==,06/08/2025,81,7.344444444,1.577777778,51.55887817,0.179015949
y6zgXtO2dNycuku1zeLIdw==,06/08/2025,37,3.183611111,2.523055556,51.65876852,-0.084393987
CnbWG1YnKJPyHJEizQvpCA==,27/07/2025,60,5.081944444,0.704722222,51.49346311,-0.174283642
kCS2ek6rnFI+pkApMJjKGg==,21/07/2025,87,9.454444444,2.765555556,51.5876003,0.193450138
kmrl3Ekwe9qdz31y88RwRA==,08/08/2025,63,6.993333333,1.804166667,51.36043464,-0.003361999
4OtuSVOa7xI1zPSoH4at8w==,18/07/2025,79,9.758888889,1.527777778,51.65815389,-0.231616492
mGag3GD/VzeJfGFNwb1cUQ==,06/08/2025,83,7.559722222,2.483888889,51.44690443,-0.461038791
zSkTUfmUxGk7ER/I/mu5aw==,20/07/2025,73,8.351111111,1.3525,51.40548328,-0.037766732
gfE/vcZMCrPNRcPwmGgclg==,06/08/2025,77,7.558055556,1.499722222,51.44050476,-0.025237113
nprhrj7z89e1qr0DL0lwUg==,24/07/2025,75,4.865555556,2.038611111,51.58690241,-0.404291886
fN/cu1w92x/fPM6vrFWIwA==,08/08/2025,63,5.483888889,1.556388889,51.33939114,-0.343058421
y8DbTjF1bws1wNau4WSZKA==,26/07/2025,59,6.471666667,1.226111111,51.43414699,-0.218353633
2VQPsKHZX/bkv/U02kwVjw==,27/07/2025,84,9.478055556,1.782777778,51.4600077,0.013423941
7HA2greu5C3nWuFHDmRNZw==,18/07/2025,75,5.213888889,0.91,51.46186276,-0.174816569
gt0h/jrFeuqaWGhbmRO3FA==,04/08/2025,87,7.138611111,1.189444444,51.48290408,-0.109461231
5Ps7iqL3idtyXWTwNjdSuw==,02/08/2025,86,8.276111111,1.734166667,51.54364015,0.136543784
C0ch068NL+Q7uS0dwzbTtA==,01/08/2025,70,7.830555556,2.0025,51.53956646,0.2076443
7kV3WHI4++ovA5DCIwHCRg==,12/08/2025,78,9.296111111,2.015,51.53828932,0.098291741
oeJCoOHnLVJR1FHFuB69lw==,09/08/2025,43,3.205,2.673333333,51.65577651,-0.085135501
w+NsgTk9otZVaQjtXyt4JQ==,05/08/2025,76,9.214444444,1.880833333,51.37530105,-0.077611857
tYqOHKGhkdevkFFn2tW+YQ==,05/08/2025,29,2.6125,0.309722222,51.4575002,-0.213807403
C+JhKaC7j6eG0nRy8PUq/w==,04/08/2025,82,8.928611111,2.432777778,51.67196439,-0.420677267
exA2Nv5e1aT+5WLfvLyhRA==,07/08/2025,83,6.114722222,1.622777778,51.46012148,0.010034371
MQ2+edG5pEG83dWNkTd+cA==,10/08/2025,72,6.738888889,1.618888889,51.55469135,-0.253570382
ap0WioCd1rkh1cCIWs3HEg==,08/08/2025,93,7.383888889,1.982222222,51.40009876,-0.447570273
T/h2nvrkNFGqBeIhoq6R6g==,29/07/2025,86,9.869444444,1.121388889,51.48565003,-0.215024529
93KxVUZuBSjsEpjkUlPBkQ==,11/08/2025,82,7.914444444,1.206944444,51.54940575,-0.073399129
2q/ChW1HKO6E8YRjgnbJ0A==,04/08/2025,65,6.166111111,1.031666667,51.63560489,-0.189136156
affcpr5hvJyZHlcdeW0Dpg==,02/08/2025,78,5.732777778,1.337777778,51.46124674,-0.239148424
QsDd9IHJpIgzzB2CEVo2Uw==,26/07/2025,61,4.298611111,1.603333333,51.34626025,-0.215121645
VosjUwLZZQ+SZygMKBZjsA==,31/07/2025,35,3.211944444,0.5175,51.47698265,-0.184486712
Yxs7QbPMwNKl1jLVA4zvxA==,07/08/2025,35,3.502777778,1.454444444,51.64077669,-0.469915525
Dt6s0o4HeTI8VB3AXBZE/w==,19/07/2025,74,6.666388889,1.318055556,51.6330327,-0.138439734
g85bjTwKqdefiQeTnZ5qSA==,23/07/2025,58,5.628055556,1.716666667,51.30358603,-0.073974072
HmizxzuZi2UXvbUJwVgmWQ==,23/07/2025,79,4.845277778,0.93,51.4380672,-0.177549217
Q2A2WbHKAXIpElVynxSlzg==,28/07/2025,87,7.988333333,1.142777778,51.52048606,-0.112062874
TpDk6eD36AjedLawFcBKgw==,08/08/2025,73,6.436666667,1.678333333,51.36022777,-0.179266001
nGg3cpWwAIqfw5TDmcsxqQ==,30/07/2025,66,4.191111111,1.456944444,51.50824689,-0.227727555
kRCHC5cK0NGm7iAagnEB8w==,03/08/2025,70,4.791111111,1.643333333,51.37331878,-0.265849753
4Bkj12C1dtpe76G3sBXh5Q==,08/08/2025,105,8.267777778,1.636111111,51.42506435,-0.062886628
rg0e9u+i5aJvF85XrlM3Lw==,20/07/2025,69,7.531666667,1.052777778,51.48148512,-0.165877599
+QLi2S5P/fmsyZ8AF9Yd6Q==,27/07/2025,82,6.077777778,1.600833333,51.45943747,-0.024436805
SWncRg6EUsn0a+tH7k5slA==,11/08/2025,101,8.006111111,2.334166667,51.43489376,0.109988972
lEFZpt4lb3f84JNsZPuXdQ==,27/07/2025,64,9.794166667,1.47,51.48548837,-0.056462928
WzNEfZ7pHoa8aFBSSooeGQ==,01/08/2025,80,6.897777778,1.000277778,51.54688357,-0.174008717
IVU+xmhI1rIuIrLem2/cBg==,26/07/2025,57,4.459444444,0.975277778,51.4661298,-0.074506285
T184TDB+WMdUmgN6k/x9Sg==,18/07/2025,78,6.149444444,0.908055556,51.59480149,-0.195602196
yk4ZS1mpIzRnjU0wMhBhvA==,09/08/2025,81,6.195833333,0.977222222,51.5605611,-0.197896476
BlMNnTYLnXg2ASJrGOi2Sw==,25/07/2025,93,9.791388889,1.380833333,51.47311534,-0.004803855
29Kgr0qGSIl4YKOQKTpQKg==,21/07/2025,86,7.870277778,2.848611111,51.6071842,-0.376444583
j1cvOBxKDgqXEU99Srgf9A==,24/07/2025,44,4.145833333,1.270833333,51.33815994,-0.091833384
E/YStoSCqUg/vUwaO7DVXg==,12/08/2025,65,5.853055556,1.515555556,51.37379499,-0.467456008
+1br09eqd4M29Kz8mhTK5Q==,05/08/2025,86,5.318888889,1.247777778,51.60733909,-0.270948531
QZdCbc2CmgFFAjOVcWqOqQ==,31/07/2025,60,4.218888889,1.586944444,51.64644875,0.053795197
JNpV6IxsFn8hKoeqijXCfg==,13/08/2025,83,9.270833333,1.704166667,51.59898322,-0.018469872
1ap7WvMpfBKMFlGayoj9xg==,04/08/2025,47,5.013333333,1.023055556,51.58283201,-0.107113434
A6pDFWJa5KbOB93sBzIEjg==,24/07/2025,51,4.502777778,1.658888889,51.63548755,-0.091642102
Nqc91rY2ZOtsInDUD2eJXA==,07/08/2025,37,3.093611111,0.652777778,51.54505206,-0.220042851
JpEMwl78srS4s63gnNe6JQ==,05/08/2025,66,8.125555556,0.945833333,51.56193874,-0.14183277
RJk96Edy/0kvKjJ4rbOU5Q==,22/07/2025,101,6.198055556,1.895,51.39616668,-0.057569401
HobV0UQxK3f6nfG8Jf+a5w==,01/08/2025,79,7.025,1.278888889,51.4654103,-0.07739826
ceGBvS9HJB6uP2KFlwa54Q==,23/07/2025,78,9.818333333,0.89,51.50039673,-0.089927099
H1RGiiNXxql2SLFhXgOARg==,27/07/2025,76,5.489166667,0.866944444,51.48557737,-0.205823839
voXJCYX1Pie3aG1uFeHCKg==,23/07/2025,72,7.050833333,1.029444444,51.51914786,-0.06320386
477HNOXoDK3Qpl2U5YlKYQ==,21/07/2025,100,8.985277778,2.541388889,51.65006235,-0.421703696
vfyu+nbRlfjw99YpkCe+gA==,26/07/2025,69,8.571666667,1.200277778,51.56091288,-0.09818405
02IstHsBsnP5MgCAwjC0ww==,08/08/2025,79,8.950555556,1.046944444,51.47204887,-0.225547088
yYKKJS5gtxfOI774SvD2Vg==,30/07/2025,71,7.029722222,1.522777778,51.3652146,-0.172106624
l/3+nD+99y6mz+pdMJbImQ==,02/08/2025,77,6.096111111,1.985833333,51.38232882,-0.323938766
ctGiOMpVkLGm4ycpo56aOw==,01/08/2025,86,7.755833333,1.201388889,51.59838156,-0.161622064
W6oWOgHIKClAzTzsyVX1mA==,30/07/2025,51,3.911111111,1.337222222,51.53660649,-0.365302987
QWEYGe9qet5H437c0eodHg==,01/08/2025,61,4.176111111,1.355555556,51.69156742,-0.402121421
13b25pv9Fxmn6mxcpeDurg==,10/08/2025,82,11.31194444,1.704166667,51.53979902,0.051137247
bZS+GF/59318Rf/WfGd08A==,12/08/2025,71,6.527777778,0.908611111,51.53302156,-0.079950486
EILspuOMR8Amd+sabstwHA==,11/08/2025,89,8.823055556,1.307777778,51.52817573,-0.03901623
V4LIl/E8P/c9ShXgAZR/Zw==,10/08/2025,79,6.313888889,1.819722222,51.36900055,-0.231733
3LubS/e2cC0vKR7EqSPtzQ==,12/08/2025,75,5.402222222,1.263333333,51.6070658,-0.251204188
e4yVl0UkTCVY+YHQfeNEsQ==,24/07/2025,64,4.970277778,1.263888889,51.4860789,-0.300042031
bLSqAgCodOUpjC0+xggJcw==,30/07/2025,70,6.336944444,1.738333333,51.64674158,-0.430816107
5PJpEH1QsX9GwehnLCAQ3w==,26/07/2025,50,4.3175,1.943888889,51.62308837,-0.409147932
VrAPv4H3KunAj4TbuQDkvQ==,30/07/2025,79,6.154166667,2.025277778,51.43606245,0.14851879
uzv1Ytn0gA5CgE0noYgdjw==,06/08/2025,42,3.240555556,1.045277778,51.5475439,0.11434062
